"","sampleStatus","pos_556.32152_5.537"
"XBR280","Y",4.31909457253749
"XBR281","Y",6.15132274651034
"XBR282","N",4.55545574969053
"XBR283","Y",5.63660348063373
"XBR305","N",3.90679374658203
"XBR284","Y",3.92425988626281
"XBR285","Y",5.19761382968253
"XBR286","Y",5.4983706517135
"XBR287","Y",6.45663049699959
"XBR306","N",3.8992574783885
"XBR288","Y",3.89803606931738
"XBR307","Y",6.27804883737965
"XBR289","Y",5.53617998348988
"XBR308","N",5.59736884919001
"XBR290","Y",3.88975335932632
"XBR291","Y",6.83711881838393
"XBR292","N",3.87948522513589
"XBR272","N",4.80622953569212
"XBR316","N",3.90668393677042
